"source","agreement","stimuli","n","percent","lemma_naming","lemma_dis","dist","match"
"brodeur",98,"flowerman",16,50,"lawnmower","lawnmower",0,NA
"brodeur, brodeur",89,"arrival_6",25,80.6451612903226,"flower","flower",0,NA
"brodeur, brodeur",89,"campsite",11,35.4838709677419,"flower","flower",0,NA
"brodeur, brodeur",89,"flowerman",28,90.3225806451613,"flower","flower",0,NA
"brodeur, brodeur",89,"unfriendly_giants",18,58.0645161290323,"flower","flower",0,NA
"brodeur, brodeur",89,"wanderer",13,41.9354838709677,"flower","flower",0,NA
"brodeur",88,"ancient_rome",26,83.8709677419355,"lion","lion",0,NA
"brodeur",88,"birthday_party_fun",15,48.3870967741936,"lion","lion",0,NA
"brodeur",88,"escape_from_the_zoo",24,77.4193548387097,"lion","lion",0,NA
"brodeur",88,"wanderer",10,32.258064516129,"lion","lion",0,NA
"brodeur, DR2",100,"arrival_6",17,54.8387096774194,"mailbox","mailbox",0,NA
"brodeur, DR2",100,"journey",24,77.4193548387097,"mailbox","mailbox",0,NA
"brodeur",86,"dinosaurs_spacemen_and_ghouls",19,61.2903225806452,"mummy","mummy",0,NA
"brodeur",88,"airport",8,25.8064516129032,"nose","nose",0,NA
"brodeur",88,"deep_sea_divers",9,29.0322580645161,"nose","nose",0,NA
"brodeur",88,"wanderer",15,48.3870967741936,"nose","nose",0,NA
"brodeur",71,"exhibit_12",10,32.258064516129,"painting","painting",0,NA
"brodeur",71,"flowerman",14,45.1612903225806,"painting","painting",0,NA
"brodeur",90,"birthday_party_fun",9,29.0322580645161,"pig","pig",0,NA
"brodeur",87,"escape_from_the_zoo",23,74.1935483870968,"flamingo","flamingo",0,NA
"brodeur",83,"flowerman",9,29.0322580645161,"pipe","pipe",0,NA
"brodeur",83,"return",8,25.8064516129032,"pipe","pipe",0,NA
"brodeur",83,"wanderer",17,54.8387096774194,"pipe","pipe",0,NA
"brodeur",74,"being_a_pirate",10,31.25,"pirateflag","pirateflag",0,NA
"brodeur",90,"escape_from_the_zoo",27,84.375,"polarbear","polarbear",0,NA
"brodeur",73,"escape_from_the_zoo",12,38.7096774193548,"monkey","monkey",0,NA
"brodeur",90,"arrival_4",23,74.1935483870968,"fish","fish",0,NA
"brodeur",90,"arrival_5",23,74.1935483870968,"fish","fish",0,NA
"brodeur",90,"campsite",11,35.4838709677419,"fish","fish",0,NA
"brodeur",90,"deep_sea_divers",29,93.5483870967742,"fish","fish",0,NA
"brodeur",90,"picture_this",19,61.2903225806452,"fish","fish",0,NA
"brodeur",90,"quest",17,54.8387096774194,"fish","fish",0,NA
"brodeur",90,"return",18,58.0645161290323,"fish","fish",0,NA
"brodeur",90,"wanderer",28,90.3225806451613,"fish","fish",0,NA
"brodeur",95,"by_the_lake",19,61.2903225806452,"sandcastle","sandcastle",0,NA
"brodeur",90,"flowerman",14,45.1612903225806,"scooter","scooter",0,NA
"brodeur",90,"journey",24,77.4193548387097,"scooter","scooter",0,NA
"brodeur",88,"wanderer",21,67.741935483871,"seal","seal",0,NA
"brodeur, DR2",100,"journey",9,29.0322580645161,"skateboard","skateboard",0,NA
"brodeur",75,"ancient_rome",8,25.8064516129032,"spear","spear",0,NA
"brodeur",75,"journey",8,25.8064516129032,"spear","spear",0,NA
"brodeur",75,"quest",17,54.8387096774194,"spear","spear",0,NA
"brodeur",88,"quest",10,32.258064516129,"squid","squid",0,NA
"brodeur",88,"wanderer",10,32.258064516129,"squid","squid",0,NA
"brodeur",100,"arrival_5",8,25.8064516129032,"wrench","wrench",0,NA
"brodeur",98,"quest",25,80.6451612903226,"swing","swing",0,NA
"brodeur",83,"deep_sea_divers",10,32.258064516129,"swordfish","swordfish",0,NA
"brodeur",83,"wanderer",11,35.4838709677419,"swordfish","swordfish",0,NA
"brodeur",81,"arrival_1",19,61.2903225806452,"table","table",0,NA
"brodeur",81,"arrival_5",24,77.4193548387097,"table","table",0,NA
"brodeur",81,"arrival_6",22,70.9677419354839,"table","table",0,NA
"brodeur",81,"birthday_party_fun",24,77.4193548387097,"table","table",0,NA
"brodeur",81,"by_the_lake",8,25.8064516129032,"table","table",0,NA
"brodeur",81,"dinosaurs_spacemen_and_ghouls",11,35.4838709677419,"table","table",0,NA
"brodeur",81,"flowerman",8,25.8064516129032,"table","table",0,NA
"brodeur",81,"journey",10,32.258064516129,"table","table",0,NA
"brodeur",81,"return",14,45.1612903225806,"table","table",0,NA
"brodeur",81,"waldo_1",9,29.0322580645161,"table","table",0,NA
"brodeur",90,"campsite",28,90.3225806451613,"tent","tent",0,NA
"brodeur",90,"flowerman",12,38.7096774193548,"tent","tent",0,NA
"brodeur",95,"arrival_6",17,54.8387096774194,"tree","tree",0,NA
"brodeur",95,"being_a_pirate",19,61.2903225806452,"tree","tree",0,NA
"brodeur",95,"birthday_party_fun",16,51.6129032258064,"tree","tree",0,NA
"brodeur",95,"campsite",8,25.8064516129032,"tree","tree",0,NA
"brodeur",95,"dinosaurs_spacemen_and_ghouls",17,54.8387096774194,"tree","tree",0,NA
"brodeur",95,"escape_from_the_zoo",21,67.741935483871,"tree","tree",0,NA
"brodeur",95,"flowerman",26,83.8709677419355,"tree","tree",0,NA
"brodeur",95,"journey",29,93.5483870967742,"tree","tree",0,NA
"brodeur",95,"make_a_splash",10,32.258064516129,"tree","tree",0,NA
"brodeur",95,"picture_this",24,77.4193548387097,"tree","tree",0,NA
"brodeur",95,"quest",26,83.8709677419355,"tree","tree",0,NA
"brodeur",95,"return",23,74.1935483870968,"tree","tree",0,NA
"brodeur",95,"unfriendly_giants",26,83.8709677419355,"tree","tree",0,NA
"brodeur",95,"wanderer",26,83.8709677419355,"tree","tree",0,NA
"brodeur",79,"waldo_1",14,45.1612903225806,"triangle","triangle",0,NA
"brodeur",76,"by_the_lake",19,61.2903225806452,"volleyball","volleyball",0,NA
"brodeur",95,"journey",24,77.4193548387097,"waterfall","waterfall",0,NA
"brodeur",95,"quest",18,58.0645161290323,"waterfall","waterfall",0,NA
"brodeur, DR2",100,"unfriendly_giants",25,80.6451612903226,"windmill","windmill",0,NA
"moreno-martinez",96,"arrival_1",8,25.8064516129032,"arm","arm",0,NA
"moreno-martinez",96,"arrival_2",17,54.8387096774194,"arm","arm",0,NA
"moreno-martinez",96,"arrival_3",11,35.4838709677419,"arm","arm",0,NA
"moreno-martinez",96,"arrival_4",15,48.3870967741936,"arm","arm",0,NA
"moreno-martinez",96,"journey",14,45.1612903225806,"arm","arm",0,NA
"moreno-martinez",96,"quest",9,29.0322580645161,"arm","arm",0,NA
"moreno-martinez",96,"return",19,61.2903225806452,"arm","arm",0,NA
"moreno-martinez",96,"wanderer",15,48.3870967741936,"arm","arm",0,NA
"moreno-martinez",94,"arrival_3",13,41.9354838709677,"arrow","arrow",0,NA
"moreno-martinez",94,"deep_sea_divers",16,51.6129032258064,"arrow","arrow",0,NA
"moreno-martinez",94,"waldo_1",10,32.258064516129,"arrow","arrow",0,NA
"moreno-martinez",89,"by_the_lake",13,41.9354838709677,"ball","ball",0,NA
"moreno-martinez",89,"flowerman",10,32.258064516129,"ball","ball",0,NA
"moreno-martinez",89,"journey",15,48.3870967741936,"ball","ball",0,NA
"moreno-martinez",89,"make_a_splash",10,32.258064516129,"ball","ball",0,NA
"moreno-martinez",89,"return",24,77.4193548387097,"ball","ball",0,NA
"moreno-martinez",89,"wanderer",10,32.258064516129,"ball","ball",0,NA
"moreno-martinez",96,"birthday_party_fun",14,45.1612903225806,"bat","bat",0,NA
"moreno-martinez",96,"wanderer",10,32.258064516129,"bat","bat",0,NA
"moreno-martinez",73,"arrival_4",8,25.8064516129032,"bit","bit",0,NA
"moreno-martinez",73,"arrival_5",8,25.8064516129032,"bit","bit",0,NA
"moreno-martinez",73,"arrival_6",9,29.0322580645161,"bit","bit",0,NA
"moreno-martinez",73,"flowerman",16,51.6129032258064,"bit","bit",0,NA
"moreno-martinez",73,"journey",10,32.258064516129,"bit","bit",0,NA
"moreno-martinez",73,"quest",8,25.8064516129032,"bit","bit",0,NA
"moreno-martinez",73,"return",9,29.0322580645161,"bit","bit",0,NA
"moreno-martinez",73,"wanderer",15,48.3870967741936,"bit","bit",0,NA
"moreno-martinez",86,"arrival_2",28,90.3225806451613,"boat","boat",0,NA
"moreno-martinez",86,"arrival_4",27,87.0967741935484,"boat","boat",0,NA
"moreno-martinez",86,"arrival_5",25,80.6451612903226,"boat","boat",0,NA
"moreno-martinez",86,"arrival_6",12,38.7096774193548,"boat","boat",0,NA
"moreno-martinez",86,"being_a_pirate",28,90.3225806451613,"boat","boat",0,NA
"moreno-martinez",86,"by_the_lake",26,83.8709677419355,"boat","boat",0,NA
"moreno-martinez",86,"campsite",23,74.1935483870968,"boat","boat",0,NA
"moreno-martinez",86,"deep_sea_divers",28,90.3225806451613,"boat","boat",0,NA
"moreno-martinez",86,"journey",29,93.5483870967742,"boat","boat",0,NA
"moreno-martinez",86,"make_a_splash",8,25.8064516129032,"boat","boat",0,NA
"moreno-martinez",86,"quest",28,90.3225806451613,"boat","boat",0,NA
"moreno-martinez",86,"return",27,87.0967741935484,"boat","boat",0,NA
"moreno-martinez",86,"wanderer",28,90.3225806451613,"boat","boat",0,NA
"moreno-martinez",99,"arrival_1",10,32.258064516129,"bow","bow",0,NA
"moreno-martinez",99,"flowerman",10,32.258064516129,"bow","bow",0,NA
"moreno-martinez",99,"waldo_1",11,35.4838709677419,"bow","bow",0,NA
"moreno-martinez",76,"airport",22,70.9677419354839,"bus","bus",0,NA
"moreno-martinez",99,"return",14,45.1612903225806,"butterfly","butterfly",0,NA
"moreno-martinez",98,"being_a_pirate",21,67.741935483871,"cannon","cannon",0,NA
"moreno-martinez",98,"make_a_splash",8,25.8064516129032,"cannon","cannon",0,NA
"moreno-martinez",93,"arrival_4",10,32.258064516129,"car","car",0,NA
"moreno-martinez",93,"flowerman",26,83.8709677419355,"car","car",0,NA
"moreno-martinez",93,"waldo_1",30,96.7741935483871,"car","car",0,NA
"moreno-martinez",75,"airport",13,41.9354838709677,"cart","cart",0,NA
"moreno-martinez",75,"arrival_3",18,58.0645161290323,"cart","cart",0,NA
"moreno-martinez",75,"arrival_5",13,41.9354838709677,"cart","cart",0,NA
"moreno-martinez",75,"flowerman",16,51.6129032258064,"cart","cart",0,NA
"moreno-martinez",96,"airport",9,29.0322580645161,"coat","coat",0,NA
"moreno-martinez",96,"arrival_1",11,35.4838709677419,"coat","coat",0,NA
"moreno-martinez",96,"arrival_4",8,25.8064516129032,"coat","coat",0,NA
"moreno-martinez",96,"arrival_5",9,29.0322580645161,"coat","coat",0,NA
"moreno-martinez",96,"arrival_6",9,29.0322580645161,"coat","coat",0,NA
"moreno-martinez",96,"flowerman",12,38.7096774193548,"coat","coat",0,NA
"moreno-martinez",96,"journey",8,25.8064516129032,"coat","coat",0,NA
"moreno-martinez",96,"wild_west",8,25.8064516129032,"coat","coat",0,NA
"moreno-martinez",82,"arrival_1",22,70.9677419354839,"cup","cup",0,NA
"moreno-martinez",82,"arrival_2",9,29.0322580645161,"cup","cup",0,NA
"moreno-martinez",82,"arrival_5",8,25.8064516129032,"cup","cup",0,NA
"moreno-martinez",82,"arrival_6",24,77.4193548387097,"cup","cup",0,NA
"moreno-martinez",93,"campsite",11,35.4838709677419,"duck","duck",0,NA
"moreno-martinez",99,"arrival_1",10,32.258064516129,"ear","ear",0,NA
"moreno-martinez",99,"arrival_4",12,38.7096774193548,"ear","ear",0,NA
"moreno-martinez",90,"arrival_4",9,29.0322580645161,"finger","finger",0,NA
"moreno-martinez",90,"arrival_6",11,35.4838709677419,"finger","finger",0,NA
"moreno-martinez",90,"picture_this",9,29.0322580645161,"finger","finger",0,NA
"moreno-martinez",90,"quest",8,25.8064516129032,"finger","finger",0,NA
"moreno-martinez",90,"birthday_party_fun",16,51.6129032258064,"gun","gun",0,NA
"moreno-martinez",90,"make_a_splash",15,48.3870967741936,"gun","gun",0,NA
"moreno-martinez",90,"wanderer",9,29.0322580645161,"gun","gun",0,NA
"moreno-martinez",90,"wild_west",12,38.7096774193548,"gun","gun",0,NA
"moreno-martinez",82,"escape_from_the_zoo",8,25.8064516129032,"hippopotamus","hippopotamus",0,NA
"moreno-martinez",82,"picture_this",8,25.8064516129032,"hippopotamus","hippopotamus",0,NA
"moreno-martinez",93,"arrival_1",9,29.0322580645161,"house","house",0,NA
"moreno-martinez",93,"arrival_4",16,51.6129032258064,"house","house",0,NA
"moreno-martinez",93,"arrival_5",16,51.6129032258064,"house","house",0,NA
"moreno-martinez",93,"arrival_6",9,29.0322580645161,"house","house",0,NA
"moreno-martinez",93,"birthday_party_fun",14,45.1612903225806,"house","house",0,NA
"moreno-martinez",93,"by_the_lake",13,41.9354838709677,"house","house",0,NA
"moreno-martinez",93,"flowerman",28,90.3225806451613,"house","house",0,NA
"moreno-martinez",93,"journey",21,67.741935483871,"house","house",0,NA
"moreno-martinez",93,"return",22,70.9677419354839,"house","house",0,NA
"moreno-martinez",93,"unfriendly_giants",20,64.5161290322581,"house","house",0,NA
"moreno-martinez",93,"waldo_1",9,29.0322580645161,"house","house",0,NA
"moreno-martinez",93,"wanderer",22,70.9677419354839,"house","house",0,NA
"moreno-martinez",81,"wanderer",19,61.2903225806452,"iceberg","iceberg",0,NA
"moreno-martinez",84,"being_a_pirate",8,25.8064516129032,"island","island",0,NA
"moreno-martinez",84,"quest",19,61.2903225806452,"island","island",0,NA
"moreno-martinez",84,"wanderer",15,48.3870967741936,"island","island",0,NA
"moreno-martinez",95,"return",15,48.3870967741936,"moon","moon",0,NA
"moreno-martinez",95,"wanderer",24,77.4193548387097,"moon","moon",0,NA
"moreno-martinez",83,"by_the_lake",9,29.0322580645161,"mountain","mountain",0,NA
"moreno-martinez",83,"journey",13,41.9354838709677,"mountain","mountain",0,NA
"moreno-martinez",83,"quest",26,83.8709677419355,"mountain","mountain",0,NA
"moreno-martinez",83,"wanderer",8,25.8064516129032,"mountain","mountain",0,NA
"moreno-martinez",76,"arrival_4",10,32.258064516129,"mouth","mouth",0,NA
"moreno-martinez",76,"arrival_5",9,29.0322580645161,"mouth","mouth",0,NA
"moreno-martinez",76,"arrival_6",10,32.258064516129,"mouth","mouth",0,NA
"moreno-martinez",76,"make_a_splash",9,29.0322580645161,"mouth","mouth",0,NA
"moreno-martinez",76,"wanderer",16,51.6129032258064,"mouth","mouth",0,NA
"moreno-martinez",97,"journey",25,78.125,"palmtree","palmtree",0,NA
"moreno-martinez",97,"quest",24,75,"palmtree","palmtree",0,NA
"moreno-martinez",97,"picture_this",20,62.5,"palmtree","palmtree",0,NA
"moreno-martinez",97,"being_a_pirate",18,56.25,"palmtree","palmtree",0,NA
"moreno-martinez",97,"make_a_splash",8,25,"palmtree","palmtree",0,NA
"moreno-martinez",99,"birthday_party_fun",14,45.1612903225806,"penguin","penguin",0,NA
"moreno-martinez",99,"by_the_lake",11,35.4838709677419,"penguin","penguin",0,NA
"moreno-martinez",99,"escape_from_the_zoo",20,64.5161290322581,"penguin","penguin",0,NA
"moreno-martinez",99,"make_a_splash",12,38.7096774193548,"penguin","penguin",0,NA
"moreno-martinez",73,"dinosaurs_spacemen_and_ghouls",12,38.7096774193548,"pie","pie",0,NA
"moreno-martinez",84,"ancient_rome",15,48.3870967741936,"pyramid","pyramid",0,NA
"moreno-martinez",84,"by_the_lake",17,54.8387096774194,"pyramid","pyramid",0,NA
"moreno-martinez",84,"quest",13,41.9354838709677,"pyramid","pyramid",0,NA
"moreno-martinez",93,"being_a_pirate",13,41.9354838709677,"sea","sea",0,NA
"moreno-martinez",93,"deep_sea_divers",22,70.9677419354839,"sea","sea",0,NA
"moreno-martinez",93,"make_a_splash",9,29.0322580645161,"sea","sea",0,NA
"moreno-martinez",93,"quest",15,48.3870967741936,"sea","sea",0,NA
"moreno-martinez",93,"return",12,38.7096774193548,"sea","sea",0,NA
"moreno-martinez",93,"wanderer",27,87.0967741935484,"sea","sea",0,NA
"moreno-martinez",83,"wanderer",12,38.7096774193548,"seagull","seagull",0,NA
"moreno-martinez",96,"ancient_rome",17,54.8387096774194,"shield","shield",0,NA
"moreno-martinez",74,"arrival_1",19,61.2903225806452,"ship","ship",0,NA
"moreno-martinez",74,"arrival_2",24,77.4193548387097,"ship","ship",0,NA
"moreno-martinez",74,"arrival_4",17,54.8387096774194,"ship","ship",0,NA
"moreno-martinez",74,"arrival_6",9,29.0322580645161,"ship","ship",0,NA
"moreno-martinez",74,"being_a_pirate",29,93.5483870967742,"ship","ship",0,NA
"moreno-martinez",74,"dinosaurs_spacemen_and_ghouls",10,32.258064516129,"ship","ship",0,NA
"moreno-martinez",74,"journey",15,48.3870967741936,"ship","ship",0,NA
"moreno-martinez",74,"make_a_splash",23,74.1935483870968,"ship","ship",0,NA
"moreno-martinez",74,"quest",14,45.1612903225806,"ship","ship",0,NA
"moreno-martinez",74,"return",12,38.7096774193548,"ship","ship",0,NA
"moreno-martinez",74,"wanderer",26,83.8709677419355,"ship","ship",0,NA
"moreno-martinez",99,"arrival_4",9,29.0322580645161,"shirt","shirt",0,NA
"moreno-martinez",99,"arrival_5",17,54.8387096774194,"shirt","shirt",0,NA
"moreno-martinez",99,"flowerman",14,45.1612903225806,"shirt","shirt",0,NA
"moreno-martinez",99,"journey",8,25.8064516129032,"shirt","shirt",0,NA
"moreno-martinez",99,"picture_this",9,29.0322580645161,"shirt","shirt",0,NA
"moreno-martinez",99,"return",8,25.8064516129032,"shirt","shirt",0,NA
"moreno-martinez",99,"wanderer",15,48.3870967741936,"shirt","shirt",0,NA
"moreno-martinez",96,"arrival_4",26,83.8709677419355,"shovel","shovel",0,NA
"moreno-martinez",81,"by_the_lake",9,29.0322580645161,"ski","ski",0,NA
"moreno-martinez",99,"flowerman",13,41.9354838709677,"skirt","skirt",0,NA
"moreno-martinez",73,"arrival_2",9,29.0322580645161,"skyscraper","skyscraper",0,NA
"moreno-martinez",92,"arrival_4",17,54.8387096774194,"snake","snake",0,NA
"moreno-martinez",92,"escape_from_the_zoo",13,41.9354838709677,"snake","snake",0,NA
"moreno-martinez",92,"make_a_splash",12,38.7096774193548,"snake","snake",0,NA
"moreno-martinez",92,"wanderer",16,51.6129032258064,"snake","snake",0,NA
"moreno-martinez",75,"arrival_1",8,25.8064516129032,"sun","sun",0,NA
"moreno-martinez",75,"wanderer",14,45.1612903225806,"sun","sun",0,NA
"moreno-martinez",97,"ancient_rome",18,58.0645161290323,"sword","sword",0,NA
"moreno-martinez",97,"being_a_pirate",8,25.8064516129032,"sword","sword",0,NA
"moreno-martinez",97,"picture_this",10,32.258064516129,"sword","sword",0,NA
"moreno-martinez",97,"return",26,83.8709677419355,"sword","sword",0,NA
"moreno-martinez",99,"ancient_rome",12,38.7096774193548,"tiger","tiger",0,NA
"moreno-martinez",92,"picture_this",9,29.0322580645161,"tongue","tongue",0,NA
"moreno-martinez",78,"airport",13,41.9354838709677,"tower","tower",0,NA
"moreno-martinez",78,"arrival_3",9,29.0322580645161,"tower","tower",0,NA
"moreno-martinez",78,"journey",16,51.6129032258064,"tower","tower",0,NA
"moreno-martinez",78,"quest",17,54.8387096774194,"tower","tower",0,NA
"moreno-martinez",78,"wanderer",8,25.8064516129032,"tower","tower",0,NA
"moreno-martinez",93,"arrival_1",28,90.3225806451613,"train","train",0,NA
"moreno-martinez",93,"arrival_4",29,93.5483870967742,"train","train",0,NA
"moreno-martinez",93,"wild_west",28,90.3225806451613,"train","train",0,NA
"moreno-martinez",99,"dinosaurs_spacemen_and_ghouls",23,74.1935483870968,"volcano","volcano",0,NA
"moreno-martinez",89,"wanderer",28,90.3225806451613,"wave","wave",0,NA
"moreno-martinez",99,"birthday_party_fun",8,25.8064516129032,"zebra","zebra",0,NA
"moreno-martinez",99,"escape_from_the_zoo",9,29.0322580645161,"zebra","zebra",0,NA
"moreno-martinez",99,"wanderer",13,41.9354838709677,"zebra","zebra",0,NA
"DR2",95.4545455,"airport",22,70.9677419354839,"airplane","airplane",0,NA
"DR2",95.4545455,"wanderer",22,70.9677419354839,"airplane","airplane",0,NA
"DR2",95.1,"arrival_3",8,25.8064516129032,"backpack","backpack",0,NA
"DR2",95.1,"campsite",12,38.7096774193548,"backpack","backpack",0,NA
"DR2",85.7142857,"flowerman",15,48.3870967741936,"balcony","balcony",0,NA
"DR2",100,"escape_from_the_zoo",27,87.0967741935484,"bear","bear",0,NA
"DR2",100,"picture_this",15,48.3870967741936,"bear","bear",0,NA
"DR2",94.9152542,"journey",23,74.1935483870968,"bicycle","bicycle",0,NA
"DR2",94.9152542,"quest",17,54.8387096774194,"bicycle","bicycle",0,NA
"DR2",94.9152542,"waldo_1",14,45.1612903225806,"bicycle","bicycle",0,NA
"DR2",100,"arrival_1",27,87.0967741935484,"bird","bird",0,NA
"DR2",100,"arrival_2",27,87.0967741935484,"bird","bird",0,NA
"DR2",100,"arrival_3",18,58.0645161290323,"bird","bird",0,NA
"DR2",100,"arrival_4",17,54.8387096774194,"bird","bird",0,NA
"DR2",100,"arrival_5",23,74.1935483870968,"bird","bird",0,NA
"DR2",100,"arrival_6",26,83.8709677419355,"bird","bird",0,NA
"DR2",100,"being_a_pirate",8,25.8064516129032,"bird","bird",0,NA
"DR2",100,"campsite",8,25.8064516129032,"bird","bird",0,NA
"DR2",100,"escape_from_the_zoo",21,67.741935483871,"bird","bird",0,NA
"DR2",100,"journey",29,93.5483870967742,"bird","bird",0,NA
"DR2",100,"quest",28,90.3225806451613,"bird","bird",0,NA
"DR2",100,"return",28,90.3225806451613,"bird","bird",0,NA
"DR2",100,"wanderer",28,90.3225806451613,"bird","bird",0,NA
"DR2",91.3,"airport",12,38.7096774193548,"blimp","blimp",0,NA
"DR2",91.3,"quest",8,25.8064516129032,"blimp","blimp",0,NA
"DR2",90.9090909,"wanderer",18,58.0645161290323,"bottle","bottle",0,NA
"DR2",95.4545455,"arrival_4",14,45.1612903225806,"box","box",0,NA
"DR2",95.4545455,"arrival_6",10,32.258064516129,"box","box",0,NA
"DR2",95.4545455,"quest",10,32.258064516129,"box","box",0,NA
"DR2",95.4545455,"return",20,64.5161290322581,"box","box",0,NA
"DR2",100,"birthday_party_fun",19,61.2903225806452,"castle","castle",0,NA
"DR2",100,"by_the_lake",14,45.1612903225806,"castle","castle",0,NA
"DR2",100,"journey",23,74.1935483870968,"castle","castle",0,NA
"DR2",100,"quest",25,80.6451612903226,"castle","castle",0,NA
"DR2",100,"return",25,80.6451612903226,"castle","castle",0,NA
"DR2",100,"unfriendly_giants",21,67.741935483871,"castle","castle",0,NA
"DR2, DR2",85.7,"arrival_4",9,29.0322580645161,"chest","chest",0,NA
"DR2, DR2",85.7,"being_a_pirate",8,25.8064516129032,"chest","chest",0,NA
"DR2, DR2",85.7,"deep_sea_divers",12,38.7096774193548,"chest","chest",0,NA
"DR2, DR2",85.7,"arrival_4",9,29.0322580645161,"chest","chest",0,NA
"DR2, DR2",85.7,"being_a_pirate",8,25.8064516129032,"chest","chest",0,NA
"DR2, DR2",85.7,"deep_sea_divers",12,38.7096774193548,"chest","chest",0,NA
"DR2",74.1,"arrival_2",20,64.5161290322581,"city","city",0,NA
"DR2",74.1,"arrival_4",27,87.0967741935484,"city","city",0,NA
"DR2",74.1,"arrival_5",19,61.2903225806452,"city","city",0,NA
"DR2",74.1,"arrival_6",12,38.7096774193548,"city","city",0,NA
"DR2",74.1,"flowerman",8,25.8064516129032,"city","city",0,NA
"DR2",74.1,"journey",21,67.741935483871,"city","city",0,NA
"DR2",74.1,"quest",26,83.8709677419355,"city","city",0,NA
"DR2",74.1,"return",20,64.5161290322581,"city","city",0,NA
"DR2",74.1,"waldo_1",13,41.9354838709677,"city","city",0,NA
"DR2",74.1,"wanderer",24,77.4193548387097,"city","city",0,NA
"DR2",100,"journey",24,77.4193548387097,"couch","couch",0,NA
"DR2",100,"wanderer",13,41.9354838709677,"deer","deer",0,NA
"DR2",82.1,"arrival_4",27,87.0967741935484,"drawer","drawer",0,NA
"DR2",95.4545455,"flowerman",8,25.8064516129032,"dress","dress",0,NA
"DR2",78.5714286,"journey",10,32.258064516129,"dresser","dresser",0,NA
"DR2",100,"arrival_3",25,80.6451612903226,"egg","egg",0,NA
"DR2",100,"birthday_party_fun",17,54.8387096774194,"fence","fence",0,NA
"DR2",100,"flowerman",12,38.7096774193548,"fence","fence",0,NA
"DR2",100,"journey",11,34.375,"firehydrant","firehydrant",0,NA
"DR2",100,"flowerman",10,31.25,"firehydrant","firehydrant",0,NA
"DR2",94.2857143,"wanderer",17,53.125,"fishingpole","fishingpole",0,NA
"DR2",100,"arrival_3",8,25.8064516129032,"floor","floor",0,NA
"DR2",100,"arrival_6",15,48.3870967741936,"floor","floor",0,NA
"DR2",100,"deep_sea_divers",9,29.0322580645161,"floor","floor",0,NA
"DR2",100,"exhibit_12",15,48.3870967741936,"floor","floor",0,NA
"DR2",100,"flowerman",14,45.1612903225806,"floor","floor",0,NA
"DR2",100,"journey",23,74.1935483870968,"floor","floor",0,NA
"DR2",100,"return",18,58.0645161290323,"floor","floor",0,NA
"DR2",100,"flowerman",24,77.4193548387097,"fountain","fountain",0,NA
"DR2",100,"waldo_1",28,90.3225806451613,"fountain","fountain",0,NA
"brodeur, DR2",100,"escape_from_the_zoo",26,83.8709677419355,"giraffe","giraffe",0,NA
"DR2",85.7,"escape_from_the_zoo",23,74.1935483870968,"gorilla","gorilla",0,NA
"DR2",100,"arrival_1",28,90.3225806451613,"hat","hat",0,NA
"DR2",100,"arrival_2",19,61.2903225806452,"hat","hat",0,NA
"DR2",100,"arrival_3",27,87.0967741935484,"hat","hat",0,NA
"DR2",100,"arrival_4",29,93.5483870967742,"hat","hat",0,NA
"DR2",100,"arrival_5",27,87.0967741935484,"hat","hat",0,NA
"DR2",100,"arrival_6",27,87.0967741935484,"hat","hat",0,NA
"DR2",100,"flowerman",24,77.4193548387097,"hat","hat",0,NA
"DR2",100,"journey",9,29.0322580645161,"hat","hat",0,NA
"DR2",100,"picture_this",16,51.6129032258064,"hat","hat",0,NA
"DR2",100,"unfriendly_giants",12,38.7096774193548,"hat","hat",0,NA
"DR2",100,"wanderer",23,74.1935483870968,"hat","hat",0,NA
"DR2",100,"wild_west",12,38.7096774193548,"hat","hat",0,NA
"DR2",100,"quest",15,48.3870967741936,"helmet","helmet",0,NA
"DR2",100,"wanderer",14,45.1612903225806,"helmet","helmet",0,NA
"DR2",72.7272727,"arrival_4",9,29.0322580645161,"jacket","jacket",0,NA
"DR2",72.7272727,"arrival_5",15,48.3870967741936,"jacket","jacket",0,NA
"DR2",72.7272727,"flowerman",8,25.8064516129032,"jacket","jacket",0,NA
"DR2",98.5507246,"escape_from_the_zoo",13,41.9354838709677,"kangaroo","kangaroo",0,NA
"DR2",100,"arrival_4",15,48.3870967741936,"ladder","ladder",0,NA
"DR2",100,"arrival_5",18,58.0645161290323,"ladder","ladder",0,NA
"DR2",100,"arrival_6",25,80.6451612903226,"ladder","ladder",0,NA
"DR2",100,"exhibit_12",23,74.1935483870968,"ladder","ladder",0,NA
"DR2",100,"flowerman",11,35.4838709677419,"ladder","ladder",0,NA
"DR2",100,"journey",21,67.741935483871,"ladder","ladder",0,NA
"DR2",100,"waldo_1",17,54.8387096774194,"ladder","ladder",0,NA
"DR2",100,"wild_west",12,38.7096774193548,"ladder","ladder",0,NA
"DR2",100,"wanderer",27,87.0967741935484,"lighthouse","lighthouse",0,NA
"DR2",71.4,"arrival_4",8,25.8064516129032,"lizard","lizard",0,NA
"DR2",100,"wanderer",22,70.9677419354839,"lobster","lobster",0,NA
"DR2",100,"journey",10,32.258064516129,"lock","lock",0,NA
"brodeur, DR2",100,"arrival_6",17,54.8387096774194,"mailbox","mailbox",0,NA
